Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2
12/05/2026 23:50:25,3,Sometimes / أحياناً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Communication / التواصل,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,More than 8h / أكثر من 8 ساعات,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,"No, never / لا، أبداً",Rarely / نادراً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Often / غالباً,4–6h,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,"Yes, definitely / نعم، بالتأكيد","Be responsible, even in the simplest things. Learn to take responsibility for your life, your studies, your decisions, and your time, because responsibility is the foundation of every real success.Don’t wait for someone to force you to stay disciplined, and don’t get used to making excuses. Every small habit you build today will shape the person you become tomorrow.And remember that there is good in everything even in failure, exhaustion, or the paths that did not go the way you wanted. Sometimes the things that frustrate you today are the same things that will make you stronger and wiser later.
In the end, try to become someone you are proud of, not someone who only seeks the approval of others",real,1,0,-0.5429022850560049,-0.04807240146681159
12/05/2026 23:54:16,3,Rarely / نادراً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Evening / المساء,My room / غرفتي,Limited / محدودة,5–6h,2,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Rarely / نادراً,Rarely / نادراً,Often / غالباً,I even hide it from myself / أخفي حتى عن نفسي,Sometimes / أحياناً,Sometimes / أحياناً,Maybe a little / ربما قليلاً,I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,Never / أبداً,A little anxious / قليلاً قلق,No / لا,No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Not sure / غير متأكد,اختر المجال الدراسي الذي يعجبك مهما كان و لا تنهك نفسك في كثرة الافكار بل فكر في اشياء ايجابية اتجاه مستقبلك فانت من تحدده ,real,1,0,0.31339281876784447,-2.3294786615440826
12/05/2026 23:56:34,1,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Time management / إدارة الوقت,2–4h,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,5–6h,1,Family pressure / ضغط عائلي,I ask a classmate / أسأل زميلاً,Sometimes / أحياناً,Quite often / غالباً,Sometimes / أحياناً,Sometimes / أحياناً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Rarely / نادراً,Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Always / دائماً,1–2h,Never / أبداً,Pressure motivates me / الضغط يحفزني,Rarely / نادراً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,"Yes, very much / نعم، كثيراً",Yes / نعم,Visual / بصري,Somewhat / نوعاً ما,Probably yes / ربما نعم,اعمل بجد,real,2,0,-1.267793432740145,-1.20198100007775
12/05/2026 23:58:07,5,Never / أبداً,Late night / الليل المتأخر,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Almost none / شبه معدومة,7–8h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Never / أبداً,Sometimes / أحياناً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,"Yes, always / نعم، دائماً",Sometimes / أحياناً,Probably yes / على الأرجح نعم,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,4–6h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Often / غالباً,1–2 days / 1-2 يوم,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,Very anxious / قلق جداً,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Not sure / غير متأكد,اعمل جيدا ما استطعت و خذ بالأسباب المتاحة و توكل على الله فهو حسبك، و احسن الظن به فوالله ما خاب قط من  توكل عليه,real,1,0,0.04277157398092012,-0.47075684679533103
12/05/2026 23:58:50,3,Often / غالباً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Communication / التواصل,Less than 1h / أقل من ساعة,Evening / المساء,Library / المكتبة,Limited / محدودة,7–8h,2,Family pressure / ضغط عائلي,I ask a classmate / أسأل زميلاً,Often / غالباً,"Yes, exactly / نعم، تماماً",Often / غالباً,Rarely / نادراً,Rarely / نادراً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Always / دائماً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,Less than 1h / أقل من ساعة,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,More than 3 times / أكثر من 3 مرات,A little anxious / قليلاً قلق,No / لا,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Not sure / غير متأكد,اختر هدفك بعناية ,real,1,0,1.8682072844187472,-2.251236095804172
13/05/2026 00:00:20,4,Rarely / نادراً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Late night / منتصف الليل,Study group / مجموعة دراسية,Active / نشطة,5–6h,5,Passion / شغف,I ask the teacher / أسأل الأستاذ أو المعلم,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Rarely / نادراً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Often / غالباً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,I explain if asked / أشرح إذا سُئلت,Often / غالباً,1–2h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,"Yes, very much / نعم، كثيراً",No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",نظم وقتك من الأسبوع الأول، ومتخليش القراية تتراكم عليك,real,2,0,-2.277762659768232,-0.723825303898587
13/05/2026 00:03:23,4,Sometimes / أحياناً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Creativity / الإبداع,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,7–8h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,1–2h,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Rarely / نادراً,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Probably no / ربما لا,لا تختر هذا التخصُّص,real,2,0,-1.7833336709825962,-0.43502495599538504
13/05/2026 00:05:28,4,Sometimes / أحياناً,Late morning / متأخر الصباح,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,1–2h,Morning / الصباح,My room / غرفتي,Active / نشطة,5–6h,4,Passion / شغف,I ask the teacher / أسأل الأستاذ أو المعلم,Often / غالباً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Often / غالباً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,4–6h,Always / دائماً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",لا تأجل مهام اليوم إلى الغد وإلتزم بالخطط الدراسية ولا تراكم عليك الدروس للحظة الأخيرة و اعمل جيدا على تطوير نفسك ,real,1,0,0.41214346035765936,0.847179406443608
13/05/2026 00:07:18,5,Rarely / نادراً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Other / أخرى,2–4h,Late night / منتصف الليل,Library / المكتبة,Active / نشطة,Less than 5h / أقل من 5 ساعات,1,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,4–6h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,"No, never / لا، أبداً",1–2 weeks / 1-2 أسابيع,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Probably yes / ربما نعم,"Know you level. Whatever you chose, make sure to do it well so that you'll never regret. Be assured that as soon as there's life, there's hope too. You can do everything you want. Stay confident about yourself. ",real,0,0,-1.2009858223090493,-0.4055190890963546
13/05/2026 00:07:50,2,Always / دائماً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Memory / الحفظ,2–4h,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,Less than 5h / أقل من 5 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Rarely / نادراً,Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Never / أبداً,Maybe a little / ربما قليلاً,"I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Sometimes / أحياناً,1–2h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Sometimes / أحياناً,3–5 days / 3-5 أيام,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,2–3 times / 2-3 مرات,Very anxious / قلق جداً,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Listening / سمعي,Not yet / ليس بعد,Probably yes / ربما نعم,اعمل بجد,real,4,0,-1.0229604010063638,1.1368640784034016
13/05/2026 00:07:52,3,Sometimes / أحياناً,Evening / المساء,Less than 30 min / أقل من 30 دقيقة,Critical thinking / التفكير النقدي,1–2h,Evening / المساء,Café / المقهى,Limited / محدودة,Less than 5h / أقل من 5 ساعات,4,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,Quite often / غالباً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Only one friend / صديق/ة واحد/ة فقط,"No, never / لا، أبداً",Always / دائماً,Probably yes / على الأرجح نعم,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,4–6h,Often / غالباً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,اجتهد وأثبت  ذاتك,real,4,0,0.8421973492220686,-0.9550355989779463
13/05/2026 00:09:20,3,Rarely / نادراً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Communication / التواصل,1–2h,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,More than 8h / أكثر من 8 ساعات,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Rarely / نادراً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,4–6h,Always / دائماً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,It is my default mode / إنه نمطي الافتراضي,"Yes, always / نعم، دائماً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Very anxious / قلق جداً,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Probably no / ربما لا,ابدا بالدراسة من الاول ولا تؤجل ,real,1,0,1.6346971110128394,0.05305435809536582
13/05/2026 00:10:01,3,Rarely / نادراً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Memory / الحفظ,2–4h,Late night / منتصف الليل,Study group / مجموعة دراسية,Almost none / شبه معدومة,More than 8h / أكثر من 8 ساعات,2,Family pressure / ضغط عائلي,I ask a classmate / أسأل زميلاً,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Often / غالباً,Sometimes / أحياناً,Often / غالباً,I even hide it from myself / أخفي حتى عن نفسي,"No, never / لا، أبداً",Never / أبداً,Maybe a little / ربما قليلاً,I stay silent / أبقى صامتاً/صامتة,Always / دائماً,More than 6h / أكثر من 6 ساعات,Always / دائماً,I sometimes miss them / أتجاوزها أحياناً,Sometimes / أحياناً,Often / غالباً,Same day / نفس اليوم,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably no / ربما لا,ادرس بجد,real,2,-1,-0.2704876739336546,-1.60933639571744
13/05/2026 00:11:53,4,Always / دائماً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Other / أخرى,More than 4h / أكثر من 4 ساعات,Evening / المساء,Café / المقهى,Limited / محدودة,7–8h,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Often / غالباً,4–6h,Always / دائماً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,Often / غالباً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,More than 3 times / أكثر من 3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Not sure / غير متأكد,افعل ما ترتاح فيه ,real,1,0,1.6418879544195153,-0.07493118187514086
13/05/2026 00:14:42,4,Sometimes / أحياناً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,1–2h,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,7–8h,3,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,Quite often / غالباً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Often / غالباً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Never / أبداً,"No, never / لا، أبداً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Probably no / ربما لا,خليها فيد الله,real,0,0,-0.7692905213398279,1.24678177043245
13/05/2026 00:15:11,4,Often / غالباً,Late morning / متأخر الصباح,Less than 30 min / أقل من 30 دقيقة,Other / أخرى,1–2h,Evening / المساء,My room / غرفتي,Limited / محدودة,7–8h,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,"No, never / لا، أبداً",Often / غالباً,Never / أبداً,Often / غالباً,Only one friend / صديق/ة واحد/ة فقط,Often / غالباً,Sometimes / أحياناً,"Yes, they all seem at ease / نعم، يبدو أنهم جميعاً مرتاحون","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Never / أبداً,More than 6h / أكثر من 6 ساعات,Always / دائماً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,More than 3 times / أكثر من 3 مرات,Overwhelmed / مرهق,Not really / ليس تماماً,No / لا,Hands-on / عملي تطبيقي,No idea / لا فكرة,Probably no / ربما لا,اختر التخصص الذي تحبه واجتهد فيه 🫶🏻,real,3,0,2.7655985374737506,-2.309346298613474
13/05/2026 00:15:22,3,Often / غالباً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Late night / منتصف الليل,My room / غرفتي,Limited / محدودة,5–6h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,Often / غالباً,Always / دائماً,Sometimes / أحياناً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,"Yes, always / نعم، دائماً",Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,More than 6h / أكثر من 6 ساعات,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,"Yes, always / نعم، دائماً",More than 2 weeks / أكثر من أسبوعين,Same / نفس الشيء,More than 3 times / أكثر من 3 مرات,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably no / ربما لا,Choose right  pleaaase ,real,3,0,2.643330076086523,1.2025463711735933
